chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	46494584	46494592	0.007	1:1:0:1	0:0:0:0	1:1:0:1	0:0:0:0.5	1:1:0:1	0:0:0:0	1:1:0:1	0:0:0:0.75	1:1:1:1	1:1:1:1	1:1:1:1	1:1:0.97:0.5	0.75	hyper	hyper	45055	22.5	7
chr1	46494592	46494598	0.0014	1:1:0:1	0:0:0:0.5	1:1:1:1	0:0:0:0	1:1:0:1	0:0:0:0.75	1:0.74:1:1	0:0:0:0	1:1:1:1	1:1:0.97:0.5	1:0.97:1:1	1:1:1:1	0.5625	hyper	hyper	45056	22.5	7
chr1	46494598	46494601	0.0014	1:1:1:1	0:0:0:0	1:1:1:0	0:0:0:0.5	1:0.74:1:1	0:0:0:0	1:1:0.86:0	0:0:0:0.5	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9342	hyper	hyper	45057	22.5	7
chr1	46494601	46494603	0.007	1:1:1:0	0:0:0:0.5	0:1:1:1	0:0:0:0.5	1:1:0.86:0	0:0:0:0.5	0:1:1:1	0:0:0:0.62	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.5909	hyper	hyper	45058	22.5	7
chr1	46494603	46494606	0.0014	0:1:1:1	0:0:0:0.5	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0.62	0.79:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	0.9:1:1:1	1:1:1:1	0.5938	hyper	hyper	45059	22.5	7
chr1	46494606	46494611	0.0014	1:1:1:1	0:0:0:0	1:1:0:0.5	0:0:0:0	0.79:1:1:1	0:0:0:0	1:1:0:0.5	0:0:0:0	0.9:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9468	hyper	hyper	45060	22.5	7
chr1	46494611	46494622	0.0014	1:1:0:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.625	hyper	hyper	45061	22.5	7
chr1	46494622	46494632	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45062	22.5	7
chr1	46494632	46494635	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.96:1:0.86:1	0:0.08:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45063	22.5	7
chr1	46494635	46494639	0.0014	1:1:1:1	0:0:0:0	0:0.5:0.5:1	0:0:0:0	0.96:1:0.86:1	0:0.08:0:0	0.02:0.5:0.42:0.64	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.97:0.53	1:1:1:1	0.9344	hyper	hyper	45064	22.5	7
chr1	46494639	46494642	0.0014	0:0.5:0.5:1	0:0:0:0	1:1:1:1	0:0:0:0	0.02:0.5:0.42:0.64	0:0:0:0	1:0.95:1:1	0:0:0:0	1:1:0.97:0.53	1:1:1:1	1:1:1:1	1:1:1:1	0.3946	hyper	hyper	45065	33.75	17
chr1	46494642	46494644	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:0.95:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9868	hyper	hyper	45066	11.25	10
chr1	46494644	46494652	0.0014	0:1:1:1	0:0:0:0	1:1:1:0.5	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:0.67	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:0.6	1:1:1:1	0.75	hyper	hyper	45067	11.25	10
chr1	46494652	46494656	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:0.5	0:0:0:0	1:1:1:0.67	0:0:0:0	1:0.95:0.94:0.67	0.14:0:0:0	1:1:1:0.6	1:1:1:1	1:1:1:0.53	0.97:1:1:1	0.9167	hyper	hyper	45068	11.25	10
chr1	46494656	46494661	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:0.95:0.94:0.67	0.14:0:0:0	1:1:0.88:0.89	0:0:0:0	1:1:1:0.53	0.97:1:1:1	1:1:1:1	1:1:1:1	0.8522	hyper	hyper	45069	11.25	10
chr1	46494661	46494668	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.88:0.89	0:0:0:0	1:1:0.88:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.941	hyper	hyper	45070	11.25	10
chr1	46494668	46494670	0.0014	1:1:1:1	0:0:0:0	1:1:0:1	0:0:0:0	1:1:0.88:1	0:0:0:0	1:0.84:0:1	0:0:0:0	1:1:0.97:1	1:1:1:1	1:0.97:1:0.97	1:1:1:1	0.9688	hyper	hyper	45071	11.25	10
chr1	46494670	46494672	0.0014	1:1:0:1	0:0:0:0	1:1:1:0.5	0:0:0:0	1:0.84:0:1	0:0:0:0	1:1:1:0.56	0:0:0:0	1:0.97:1:0.97	1:1:1:1	1:1:1:1	0.97:1:1:1	0.7105	hyper	hyper	45072	11.25	10
chr1	46494672	46494676	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.56	0:0:0:0	1:1:0.88:1	0:0:0:0.05	1:1:1:1	0.97:1:1:1	1:1:1:1	1:1:1:1	0.8889	hyper	hyper	45073	11.25	10
chr1	46494676	46494688	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.88:1	0:0:0:0.05	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9568	hyper	hyper	45074	11.25	10
chr1	46494688	46494690	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.67	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:0.8	1:1:1:1	1	hyper	hyper	45075	11.25	10
chr1	46494690	46494693	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.67	0:0:0:0	1:1:1:0.78	0:0:0:0	1:1:1:0.8	1:1:1:1	1:1:1:0.97	1:1:1:1	0.9167	hyper	hyper	45076	11.25	10
chr1	46494693	46494695	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.78	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	0.9444	hyper	hyper	45077	11.25	10
chr1	46494695	46494701	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.94:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45078	11.25	10
chr1	46494701	46494716	2e-04	1:1:1:1	0:0:0:0	1:0.5:1:1	0:0:0:0	1:1:0.94:1	0:0:0:0	1:0.58:1:1	0:0.1:0:0	1:1:1:1	1:1:1:1	1:0.77:1:1	1:1:1:1	0.9844	hyper	hyper	45079	11.25	10
chr1	46494716	46494719	3e-04	1:0.5:1:1	0:0:0:0	1:1:1:1	0.5:0:0:0	1:0.58:1:1	0:0.1:0:0	1:1:1:1	0.57:0:0:0	1:0.77:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8697	hyper	hyper	45080	11.25	10
chr1	46494719	46494721	2e-04	1:1:1:1	0.5:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0.57:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8572	hyper	hyper	45081	11.25	10
chr1	46494721	46494727	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.89	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45082	11.25	10
chr1	46494727	46494729	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.89	0:0:0:0	1:1:1:0.78	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:0.97	1:1:1:1	0.9722	hyper	hyper	45083	11.25	10
chr1	46494729	46494732	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.78	0:0:0:0	1:1:0.94:1	0:0:0:0	1:1:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	0.9444	hyper	hyper	45084	11.25	10
chr1	46494732	46494737	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0.5:0:0:0	1:1:0.94:1	0:0:0:0	1:1:0.88:1	0.71:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	0.8:1:1:1	0.9844	hyper	hyper	45085	11.25	10
chr1	46494737	46494741	2e-04	1:1:1:1	0.5:0:0:0	1:1:1:1	0:0:0:0	1:1:0.88:1	0.71:0:0:0	1:0.84:1:1	0:0:0:0	1:1:1:1	0.8:1:1:1	1:1:1:1	1:1:1:1	0.7902	hyper	hyper	45086	11.25	10
chr1	46494741	46494745	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.84:1:1	0:0:0:0	1:1:1:0.89	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9605	hyper	hyper	45087	11.25	10
chr1	46494745	46494747	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.89	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9722	hyper	hyper	45088	11.25	10
chr1	46494747	46494828	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:0.72:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.6:1	1:1:1:1	1	hyper	hyper	45089	11.25	10
chr1	46494834	46494835	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.93:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9817	hyper	hyper	45092	25	15.75
chr1	46494835	46494841	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45093	25	15.25
chr1	46494841	46494842	0.0014	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	45094	25	15.75
chr1	46494842	46494845	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.81	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45095	25	15.25
chr1	46494845	46494846	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.81	0:0:0:0	1:1:0.99:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9531	hyper	hyper	45096	25	15.75
chr1	46494846	46494847	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.99:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9971	hyper	hyper	45097	25	15.25
chr1	46494847	46494848	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.91	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45098	25	15.75
chr1	46494848	46494855	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.91	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9773	hyper	hyper	45099	25	15.25
chr1	46494855	46494856	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45100	25	15.75
chr1	46494856	46494864	0.0014	1:1:1:1	0:0:0:0	1:1:0:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.01:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45101	25	15.25
chr1	46494864	46494865	0.007	1:1:0:1	0:0:0:0	1:1:0:1	0:0:0:0	1:1:0.01:1	0:0:0:0	1:1:0:0.91	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.753	hyper	hyper	45102	25	15.75
chr1	46494865	46494866	0.007	1:1:0:1	0:0:0:0	1:0:1:1	0:0:0:0	1:1:0:0.91	0:0:0:0	1:0:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.7273	hyper	hyper	45103	25	15.25
chr1	46494866	46494867	0.0014	1:0:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0:1:1	0:0:0:0	1:1:1:0.82	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	45104	25	15.75
chr1	46494867	46494872	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.82	0:0:0:0	1:1:0.99:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9546	hyper	hyper	45105	25	15.25
chr1	46494872	46494873	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.99:1	0:0:0:0	1:1:0.92:0.91	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.997	hyper	hyper	45106	25	15.75
chr1	46494873	46494877	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.92:0.91	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9572	hyper	hyper	45107	25	15.25
chr1	46494877	46494878	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.98:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45108	25	15.75
chr1	46494878	46494896	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.98:1	0:0:0:0	1:1:0.85:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.9942	hyper	hyper	45109	25	15.25
chr1	46494896	46494897	0.0014	1:1:1:1	0:0:0:0	1:1:0:1	0:0:0:0	1:1:0.85:1	0:0:0:0	1:1:0:1	0:0:0:0	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9634	hyper	hyper	45110	25	15.75
chr1	46494897	46494900	0.0014	1:1:0:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0:1	0:0:0:0	1:1:0.99:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	45111	25	15.25
chr1	46494900	46494901	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:0.99:1	0:0:0:0	0:1:0.99:0.91	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.997	hyper	hyper	45112	25	15.75
chr1	46494910	46494939	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.76:1	0:0:0:0	1:0.95:1:1	0:0:0:0	1:1:0.77:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9396	hyper	hyper	45115	25	15.25
chr1	46494943	46494944	0.0014	1:0:1:1	0:0:0:0	1:1:0.5:1	0:0:0:0	1:0:1:1	0:0:0:0	1:0.96:0.5:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.75	hyper	hyper	45118	9.5	28
chr1	46494944	46494949	2e-04	1:1:0.5:1	0:0:0:0	0.5:1:1:1	0:0:0:0	1:0.96:0.5:1	0:0:0:0	0.5:1:1:1	0:0:0:0	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8646	hyper	hyper	45119	10.5	29.75
chr1	46494949	46494950	2e-04	0.5:1:1:1	0:0:0:0	1:1:1:0.5	0:0:0:0	0.5:1:1:1	0:0:0:0	1:0.96:0.67:0.6	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.67:0.8	1:1:1:1	0.875	hyper	hyper	45120	9.5	28
chr1	46494950	46494951	2e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0	1:0.96:0.67:0.6	0:0:0:0	1:0.95:1:1	0:0:0:0	1:1:0.67:0.8	1:1:1:1	1:1:1:1	1:1:1:1	0.8062	hyper	hyper	45121	10.5	29.75
chr1	46494951	46494952	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.95:1:1	0:0:0:0	1:0.75:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	0.9881	hyper	hyper	45122	9.5	28
chr1	46494952	46494961	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.75:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9375	hyper	hyper	45123	10.5	29.75
chr1	46494961	46494962	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.96:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45124	9.5	28
chr1	46494962	46494967	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.96:1:1	0:0:0:0	1:1:1:1	0.03:0.01:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9896	hyper	hyper	45125	10.5	29.75
chr1	46494967	46494968	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0.03:0.01:0:0	1:1:1:0.8	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.989	hyper	hyper	45126	9.5	28
chr1	46494968	46494970	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.8	0:0:0:0	1:1:1:0.92	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.95	hyper	hyper	45127	10.5	29.75
chr1	46494970	46494971	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.92	0:0:0:0	1:1:1:1	0:0.01:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9808	hyper	hyper	45128	9.5	28
chr1	46494971	46494976	0.0014	1:1:1:1	0:0:0:0	1:0:1:1	0:0:0:0	1:1:1:1	0:0.01:0:0	1:0:1:0.92	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9965	hyper	hyper	45129	10.5	29.75
chr1	46494976	46494977	0.0014	1:0:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0:1:0.92	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.7308	hyper	hyper	45130	9.5	28
chr1	46494977	46494978	2e-04	1:1:1:1	0:0:0:0	0.5:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.5:0.9:1:0.92	0:0:0:0	1:1:1:1	1:1:1:1	0.97:1:1:1	1:1:1:1	1	hyper	hyper	45131	10.5	29.75
chr1	46494978	46494979	0.0026	0.5:1:1:1	0:0:0:0	1:1:0:1	0.5:0:0:0	0.5:0.9:1:0.92	0:0:0:0	1:0.96:0:1	0.72:0:0:0	0.97:1:1:1	1:1:1:1	1:1:0.97:1	0.77:1:1:1	0.832	hyper	hyper	45132	9.5	28
chr1	46494979	46494987	0.0177	1:1:0:1	0.5:0:0:0	1:1:0.5:1	0:0:0:1	1:0.96:0:1	0.72:0:0:0	1:1:0.5:0.92	0:0:0:1	1:1:0.97:1	0.77:1:1:1	1:1:0.97:1	1:1:1:1	0.5601	hyper	hyper	45133	10.5	29.75
chr1	46494987	46494988	0.0101	1:1:0.5:1	0:0:0:1	0:1:1:1	0:0:0:0	1:1:0.5:0.92	0:0:0:1	0:1:1:1	0:0:0:0	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.6058	hyper	hyper	45134	9.5	28
chr1	46494988	46494990	0.0101	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:1	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	45135	10.5	29.75
chr1	46494990	46494991	0.0101	1:1:1:1	0:0:0:1	1:1:1:0	0:0.5:0:0	1:1:1:1	0:0:0:1	1:1:1:0	0:0.68:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:0.87:1:1	0.75	hyper	hyper	45136	9.5	28
chr1	46494991	46494992	0.0256	1:1:1:0	0:0.5:0:0	1:0:1:0	0.5:0:0:0	1:1:1:0	0:0.68:0:0	1:0:1:0	0.64:0:0:0	1:1:1:1	1:0.87:1:1	1:1:1:1	0.97:1:1:1	0.5798	hyper	hyper	45137	10.5	29.75
chr1	46494992	46494993	0.0242	1:0:1:0	0.5:0:0:0	1:1:1:1	0:0.5:1:0.5	1:0:1:0	0.64:0:0:0	1:0.96:1:1	0:0.67:1:0.67	1:1:1:1	0.97:1:1:1	1:1:1:1	1:0.97:1:0.97	0.3409	hyper	hyper	45138	9.5	28
chr1	46494993	46494997	0.0182	1:1:1:1	0:0.5:1:0.5	1:1:0.5:1	0:0:1:0	1:0.96:1:1	0:0.67:1:0.67	1:1:0.5:1	0:0:1:0	1:1:1:1	1:0.97:1:0.97	1:1:0.97:1	1:1:1:1	0.4062	hyper	hyper	45139	10.5	29.75
chr1	46494997	46494998	0.0014	1:1:0.5:1	0:0:1:0	1:1:1:1	0:0:0:0	1:1:0.5:1	0:0:1:0	1:1:1:1	0:0:0:0	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.625	hyper	hyper	45140	9.5	28
chr1	46494998	46495000	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:0.9:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45141	10.5	29.75
chr1	46495000	46495001	0.0026	0:1:1:1	0:0:0:0	1:0.5:1:1	0:0.5:0:0	0:0.9:1:1	0:0:0:0	1:0.38:1:1	0:0.71:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:0.77:1:1	0.7262	hyper	hyper	45142	9.5	28
chr1	46495001	46495002	3e-04	1:0.5:1:1	0:0.5:0:0	1:1:1:1	0:0:0:0	1:0.38:1:1	0:0.71:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:0.77:1:1	1:1:1:1	1:1:1:1	0.6667	hyper	hyper	45143	10.5	29.75
chr1	46495002	46495003	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.33	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.77	1	hyper	hyper	45144	9.5	28
chr1	46495003	46495017	2e-04	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.33	1:1:1:1	0:0.01:0:0	1:1:1:1	1:1:1:0.77	1:1:1:1	1:1:1:1	0.9167	hyper	hyper	45145	10.5	29.75
chr1	46495017	46495018	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0.01:0:0	1:0.96:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9965	hyper	hyper	45146	9.5	28
chr1	46495018	46495020	6e-04	1:1:1:1	0:0:0:0	0.5:0.5:0.5:1	0:0:0.5:0	1:0.96:1:1	0:0:0:0	0.67:0.33:0.6:0.72	0.02:0:0.4:0	1:1:1:1	1:1:1:1	0.67:0.93:0.97:0.7	1:1:0.93:1	0.9896	hyper	hyper	45147	10.5	29.75
chr1	46495020	46495021	0.0101	0.5:0.5:0.5:1	0:0:0.5:0	0.5:0.5:0.5:0	0:0:0:0	0.67:0.33:0.6:0.72	0.02:0:0.4:0	0.33:0.62:0.29:0.06	0:0:0:0	0.67:0.93:0.97:0.7	1:1:0.93:1	0.9:0.97:0.73:1	1:1:1:1	0.4731	hyper	hyper	45148	22.5	45.75
chr1	46495021	46495025	0.0014	0.5:0.5:0.5:0	0:0:0:0	1:1:1:1	0:0:0:0	0.33:0.62:0.29:0.06	0:0:0:0	1:1:1:0.85	0:0:0:0	0.9:0.97:0.73:1	1:1:1:1	1:1:1:0.97	1:1:1:1	0.3242	hyper	hyper	45149	21	43.75
chr1	46495025	46495026	2e-04	1:1:1:1	0:0:0:0	0.5:1:1:1	0:0:0:0	1:1:1:0.85	0:0:0:0	0.6:0.94:1:1	0:0:0:0	1:1:1:0.97	1:1:1:1	0.6:1:1:1	1:1:1:1	0.9621	hyper	hyper	45150	13	17.75
chr1	46495026	46495033	2e-04	0.5:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.6:0.94:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.6:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8861	hyper	hyper	45151	12.5	18.5
chr1	46495033	46495034	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45152	13	17.75
chr1	46495034	46495045	0.0014	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.75	hyper	hyper	45153	12.5	18.5
chr1	46495045	46495046	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.88	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1	hyper	hyper	45154	13	17.75
chr1	46495046	46495053	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.88	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.9712	hyper	hyper	45155	12.5	18.5
chr1	46495053	46495054	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.8:0.72:1:1	0:0.02:0:0	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	1	hyper	hyper	45156	13	17.75
chr1	46495054	46495069	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.8:0.72:1:1	0:0.02:0:0	1:0.92:1:1	0:0:0:0	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8756	hyper	hyper	45157	12.5	18.5
